FACILITY_ID,DESCR,ROOM_CAPACITY
ENG327,Intro Ckt Analysis,30
DH450,Topics in Database Sys,30
ISB240,Adv Technique Chem,30
CL306,Spanish Heritage II,30
ENG395,Sys Simulation,30
DH341,Fire Ecology,30
DBH228,Diversty & Media,30
DH649,Fund of Physics,30
SH213,L2 Lang/Lit Devlt,30
DH645,General Physics I,30
SH231,Collab and Transit,30
DBH225,Mass Comm Research,30
ENG327,Master Project II,30
DBH117D,Adv Media tech,30
CL206,Inter Chinese,30
SH444,Adv Group Process,30
DBH228,Documentary I,30
CL243,Comm Based Rsrch,30
CL308,Intro to Syntax,30
ENG395,Dynamics,30
CL308,Intro to Ling,30
ENG335,Plant Design II,30
ENG327,Inter. Computing Proj,30
ENG335,XRD Lab,30
ENG327,Solid State Kin,30
CL206,Elem Spanish,30
BBC123,FYW: Stretch English II,30
BBC121,FYW: Stretch English II,30
CL243,Sem Env Methods,30
DBH117D,Ad & PR Agency II,30
ENG327,MS Thesis,30
CL243,Adv. CBP Research,30
HGH120,Storytelling,30
SH213,Senior Seminar,30
BBC123,Argument and Analysis,30
SH411,Argument and Analysis,30
BBC221,Argument and Analysis,30
SH444,Intro Creative Writ,30
SH444,Critical Thinking and Writing,30
BBC221,Intro Creative Writ,30
ENG327,Civ Eng Systems,30
CL308,Intro to Phonology,30
DH450,Data Struct & Alg,30
CL308,Wrtg Wrkshp Bsns Stdnts,30
BBC223,Hearing Aids III,30
HGH231,Public Speaking ELL,30
ENG327,Bio Microfluidics,30
ENG395,Intro IC Proc Desgn,30
SH444,Leadership Systems,30
CL308,First Year Writing,30
CL243,Intro Envir Issues,30
CL306,Int Hous Econ Poli,30
ENG335,Sr Design Proj I,30
ENG335,Sr Design Proj II,30
SH414,Assessmt for Couns,30
DH303,MATH 18A Support,30
SPXC107B,Elem Sch Programs,30
DH450,Intro Data Structure,30
DH450,Intro to Programming,30
SPXC107B,Dsgn/Asmt Movement,30
CL306,Intro US Pop Culture,30
SPXC107B,Begin Jogging,30
SH414,Langu and Thinking,30
SH411,Prof Seminar II,30
CL243,Env Res and Writ,30
HGH120,Lighting Design,30
SH231,Sem Ch & Adol Dev,30
DH450,Server Web Prog,30
CL308,Critical Thinking and Writing,30
SH411,Writing Poetry,30
ENG392,Lean Intgr Mfg,30
SH213,Sch Age Lang & Lit,30
CL306,Am Cults 1877-Pres,30
HGH231,Race & Performance,30
CL243,Visions of Democracy,30
DH450,Int Artificial Intel,30
ENG395,Sr Dsgn Project II,30
ENG327,R for Soc Sci,30
ENG327,Prog for Soc Sci,30
SH414,Intr Hist Comp Lng,30
CL243,Hisp Amer Culture,30
HGH120,Topics Perf Hist,30
ENG395,Embedded Software,30
DBH228,Feature Reporting,30
DH246,Adv Nat Sci,30
SH231,Sem Culture & Div,30
ENG327,Object Orient Concept Meth,30
SH414,Writing Workshop,30
SH444,Writing Workshop,30
SCI321,Math 70X Workshop,29
YUH236,Divrsty/Stress/Hlth,29
SCI321,Precalculus,29
YUH236,Stress Management,29
SCI321,MATH 19 Support,29
ISB234,Organic Chem Lab,29
SCI321,Prob Workshop,29
HB207,Forensic Chem,28
HB207,Crime Scene Invest,28
HB207,Forensic Sci Apps,28
HB207,Forensic Entomology,28
SCI241,General Physics II,28
SCI247,Fundamentals Physics,28
HB207,Biol Criminalistics,28
SCI233,Fundamentals Physics,28
HB207,Fingerprint Sci,28
HB207,Forensic Molec Biol,28
SCI237,Fund of Physics,28
HB207,Fire/Explosion Inv,28
DMH347,Urb Design in Plan,27
DMH347,Writing Workshop,27
DMH347,Curr Iss Capstone,27
DMH347,Psy of Person,27
DMH347,Intro to Res Meth,27
DMH347,Special Study B,27
DMH347,Intro Envir Issues,27
DMH347,Adv Res Methods,27
DMH347,Social Psy Seminar,27
CL218,Writing Workshop,26
RHV120,Avionics/Airb Comm,26
CL218,First Year Writing,26
RHV120,Aircraft Systems,26
RHV110,Avionics/Airb Comm,26
IS132,TpcsInterCeramics,26
CL218,Jpns Narratives & Life stories,26
RHV120,Propulsion Theory,26
CL218,Critical Thinking and Writing,26
CL218,Argument and Analysis,26
CL218,Grad Sem Dev Psyc,26
CL218,Sem Hisp Civ Cult,26
ISB540,Biology I,25
ART241,Art as System,25
DH509,Gen Chem,25
DH345,Evolution,25
CL303A,Intro to Field Prac,25
DH506,General Chem,25
HGH114,Stage Management,25
SPXE180,Begin Swimming,25
CL225B,Critical Thinking and Writing,25
DH615,Metr/Climate Sci I,25
ART224,Intro 3D Animation,25
ART222,Visual Principles,25
ART224,Digital Anim II,25
ART243,Senior Seminar ANI,25
ART205,Ergonom for Design,25
CL316,Argument and Analysis,25
ART212,Design Practices,25
SPXE180,Begin Sailing,25
ENG388,Engr Reports,25
ENG394,Engr Reports,25
ENG407,Engr Reports,25
CL303B,Env Econ & Policy,25
CL303A,First Year Writing,25
CL318,Writing Workshop,25
IS240,Arch. Systems,25
CL303A,Patterns English,25
ART222,Intro 3D Modeling,25
DMH339,Adv Res Methods,25
ENG407,Program. for AEs,25
DH443,Scientific Comm,25
ENG288,Digital Design 2,25
ISB538,Gen Bact,25
ART218,Ani Fdns Bridge 1A,25
CCB222,Seminar & Pract IB,25
SPXC234,Biomechanics,25
HB311,Hlth Assmnt/Skills I,25
HB311,HA & Skills III,25
ART314,Illus Fundamentl I,25
CL303A,Critical Thinking and Writing,25
DBH209,Editing/News Mgmt,25
ART212,Motion & Interaction,25
CL318,Public Speaking,25
ART216,Exhibition Design,25
ART222,Intro 3D Animation,25
ART216,Digital Apps Basic,25
ART216,Intro Typography,25
ART237,BFA Exhibition,25
ART222,Spec Topic Ani/Ill,25
ART206,Visual Principles,25
IS240,Design Process,25
ENG286,Electronics Comp,25
ENG286,Digital Design I,25
IS165,Intro to Ceramics,25
SPXC234,Biomechanical Asmt of Mvmnt,25
CL225B,FYW: Stretch English I,25
ENG407,CAD for AEs,25
DH507,General Chem,25
CL225A,First Year Writing,25
SPXE180,Water Polo,25
MUS266,Intro to Music,25
CL225B,Envtl Planning Topics,25
WSQGRDN,Adv Topic Env Rest,25
DH406,Creative Practicum,25
CL303A,Water Policy in the West,25
CL303A,Public Address,25
DH413,Quantitative Analysis Lab,25
ENG393,Intro to Engr,25
ART243,Light and Optics,25
ART218,2D Animation I,25
ART212,Vis Comm & Process,25
DH441,Human Physiology,25
CL303B,Public Address,25
ART218,2D Animation III,25
ART243,2D Animation III,25
ART314,Ani Fnds Bridge 1B,25
DBH209,StuMedia:SparDaily,25
ISB542,Gen Microbiology,25
ISB538,Path Micro I Lab,25
ENG132,Plane Surveying,25
DH552,Cardioresp Phys,25
ENG288,GPU Arch & Prog,25
WSQGRDN,Sustainable Agriculture,25
HB311,Hlth Assmnt Skill II,25
DH406,Black & White Photo,25
DH410,Sr Project Photography,25
SPXE180,Scuba Diving,25
ART222,Digital Modeling I,25
DH337,Biology II,25
CL316,Global Citizenship,25
ENG407,Sys Simulation,25
CL316,First Year Writing,25
ART237,Digital Media Art,25
IS219C,Color Photo,25
ART314,Drawing Ani/Ill II,25
ENG405,RT Embedded CoDes,25
IS219C,Int Digital Imaging,25
CL316,FYW: Stretch English I,25
CL225A,FYW: Stretch English I,25
CL225B,Argument and Analysis,25
CL303A,NonProfitMgt,25
CL225B,First Year Writing,25
CL318,Intro to Res Meth,25
SPXE180,Inter Swimming,25
DH345,Adv Phys Pharm,25
ENG405,Programming Concept & Meth,25
ART212,Digital Apps Basic,25
ENG407,Comp Applications,25
ART203,Illus Fundamntl II,25
ENG134,Erthquk Resis Dsgn,25
ENG288,Comp Arch & Design,25
DH552,Bacterial Genetics,25
ART201,BA Senior Project,25
ART201,Design Practices,25
DH345,Scientific Comm,25
DH552,Integr Phys,25
ART224,Senior Seminar ANI,25
ART222,Senior Seminar ANI,25
CL303A,Senior Seminar,25
ART241,3D Model and Print,25
ART241,Advanced Digit Video,25
DH410,Beg Photography,25
IS219C,Beg Photography,25
MUS266,Piano Proficiency,25
ART203,Light and Optics,25
MUS266,PianoProf3,25
CL225B,Urb Plan Pol Analysis,25
IS219C,Cont Issues Photog,25
ENG289,EE Sr Dsgn Proj I,25
ENG291,EE Sr Dsgn Proj II,25
ENG134,Concrete Design,25
ENG407,Graphics/CAD/Prog,25
ENG134,Construc Matl Lab,25
CL225A,Argument and Analysis,25
ART218,Visual Principles,25
ENG386,MSEE Project,25
CL225B,Special Study A,25
CL303A,Special Study A,25
DH406,Adv Blk/Wht Photo,25
ART205,Visualization I,25
HGH114,Inter Film/TV Prod,25
SPXE180,Adv Swim,25
MUS266,Fund Jazz KBD I,25
ART205,Adv Phys Prototyping,25
ART205,Matls & Process I,25
MUS108,Meth Mus Res Writ,25
MUS108,Sem in Styl & Perf,25
ART206,Illus Fundamntl II,25
ART237,Tpcs:Human/Mach In,25
HGH114,Lighting & Sound,25
ART216,Vis Comm & Process,25
ART201,Vis Comm & Process,25
ISB788,Immunology Laboratory,25
MUS266,Piano Proficiency II,25
ART224,Prof Prac Ent Dsgn,25
DH406,Alt Photo Media,25
ART222,Digital Model II,25
ART216,Intro to Grph Dsgn,25
ISB636,Gen Microbiology,25
ART141,Writing: Hum & Arts,25
ART206,Color Principles,25
ART203,Visual Storytell,25
DH345,Science Comm,25
ART224,Digital Anim I,25
DH615,Metr/Climate Sci II,25
ISB736,Molecular Ecology,25
ISB734,Molecular Ecology,25
ART314,Drawing Ani/Ill I,25
ART243,Visual Storytell,25
ART205,"Adv M, P & Tech",25
ART222,Senior Project ANI,25
ART224,Senior Project ANI,25
ART243,Senior Project ANI,25
ART224,Spec Topic Ani/Ill,25
ART218,Spec Topic Ani/Ill,25
ART212,Intro Typography,25
ART218,2D Animation II,25
ART237,Art as System,25
CL303A,Music Mexican Amer,25
ART212,Fund Graphic Visual,25
HGH114,RTVF Prod Projects,25
DH611,Intro Chem,25
DH410,Creative Practicum,25
DH413,Instrumentl Analysis,25
MUS108,Sem Mus Sys Thry,25
CL303B,Elem Vietnamese,25
CL303A,Sen Sem Cont Prob,25
ART216,UI & Interaction D,25
SPXE180,Water Saf Inst,25
ART141,B.F.A. Seminar,25
DH507,Gen Chem,25
DH611,Gen Chem,25
ART201,Digital Apps Basic,25
CL303A,Human Migrations,25
SH332,Adv Fdwk ESN & ECSE,25
MUS266,Fund Jazz KBD II,25
ISB640,Hematology Laboratory,25
CL225A,FYW: Stretch English II,25
CL316,FYW: Stretch English II,25
CL225B,FYW: Stretch English II,25
ISB736,Molec Cell Bio Lab,25
MUS266,Jazz Theory,25
DMH339,Field Wk in Psych,25
ART206,Illus Fundmntl III,25
ART201,Intro Typography,25
ENG289,MSEE Proj Proposal,25
IS240,Building Codes,25
IS240,Prof. Practice ID,25
DH413,Phys Chem Lab,25
CL318,Library Studies,25
CL316,Critical Thinking and Writing,25
CL303A,CCS Capstone,25
DH615,Adv Atm Clim Dyn,25
MUS108,Sem in Mus Hist,25
ART201,Intro to Grph Dsgn,25
ART212,Intro to Grph Dsgn,25
IS240,Sketch+Draw+Model,25
IS240,Object Des Interior,25
IS240,Comp Graph Int Arc,25
ART205,Intermed Indus Des,25
ART205,Interaction Design,25
CL303B,Soc Wk Pract IV,25
CL225B,Special Study B,25
ART241,Intro to Digital Media,25
ENG394,Intro IC Proc Desgn,25
CL303A,Solar Energy Analys,25
DH345,Biogeography,25
DH615,Dynamic Met,25
ART243,Color Principles,25
DH615,Physical Metr,25
DH507,Intro to Research,25
MUS108,Meth Mus Ed Sec,25
DH552,Scientific Comm,25
ENG394,Deep Learning  in ME,25
ART141,Writing Workshop: Design,25
IS240,Furniture Design,25
ENG407,Engr Acoustics,25
DH443,Fundamentals Physics,25
ART216,Design Practices,25
ART203,Web Development,25
ART205,Design and Meaning,25
DH035,Adv Top Ecol&Evol,25
ISB788,Adv Biol Lab,25
ART218,Light and Optics,25
ISB542,Microbial Physiology Lab,25
MUS108,REP: Perf Concepts,25
SPXE180,Adapted Aquatics,25
DH615,Topics in Senior Thesis,25
CL303A,Fire/Explosion Inv,25
IS235,Moldmaking,24
DBH202,Intro Audio FilmTV,24
CCB122,Basic Life Skills,24
SCI319,Astrophysics I,24
SCI133,General Physics III,24
ENG490,Conn Products Apps,24
SCI307,General Physics I,24
DBH202,Intm Audio Film/TV,24
ART310,2-D Des and Color Concept,24
SCI307,Fundamentals Physics,24
ENG490,Intro to Networks,24
IS118,Design for Healthcare,24
WSQ204,Topics Dance Tech IV,24
SCI319,Meth in Math Phys,24
SH448,Politics & Finance,24
DH245,Ecology,24
DH245,General Genetics,24
SCI313,Precalculus,24
DH218,Earth Disasters,24
ENG290,Electr Design I,24
SCI131,Fund of Physics,24
ENG490,Cybersecur Sys Mgmt,24
SCI251,General Physics II,24
SCI319,General Relativity,24
DH614,Sci Computing I,24
DH614,Adv Phys Met,24
ENG490,Facilities Dsgn/Plan,24
SH448,Org Behavior,24
SCI319,Optics,24
SH412,Pract Audiology,24
ISB786,Operations Mngmt,24
ART103,Adv Industrial Des,24
CCB122,Caterng & Bev Mgmt,24
DH218,Geomorphology,24
WSQ204,TPCS in Danc II,24
ENG490,Intro Electronics,24
SH448,Education Policy,24
SH448,Leader Learner,24
CL205,Chicana/o History,24
IS219,Grad Photo Crit,24
SH448,Theory & Practice,24
ART310,Tpcs:Advanced Painting,24
ART306,Tpcs: Figure Painting,24
WSQ204,Topics Dance Tech III,24
ART310,Illus Fundamentl I,24
ENG490,Intro to IoT,24
MUS210,The Artist's Way,24
AF001,Beg. Sculpture,24
ART309,Tpcs: Monotype,24
ENG290,C and D Sys Lab,24
SH412,Leadership Systems,24
SCI305,General Physics I,24
DH218,Sedimentology Stratigraphy,24
SCI319,Solid State Physic,24
ART304,Drawing I,24
WSQ204,Rhym and Dynam Danc,24
AF001,Metal Sculpture,24
IS219,Image and Idea,24
IS118,Interaction Design,24
CL205,Pub Adm Internship,24
IS121,Machine Ops Mgmt,24
CL205,First Year Writing,24
CL205,Adv Theory Behav,24
ART304,2-D Des and Color Concept,24
ART312,2-D Des and Color Concept,24
ART108,3-D Concepts,24
IS235,Glass,24
WSQ204,Tpcs in Ballet I,24
ART312,Expressive Drawing,24
DH440,Sys Phys Lab,24
ART306,Beginning Painting,24
ART210,Tpcs: Mtlsmithing/Jewlry,24
ART301,Screen-Printing,24
ART310,Intermed Painting,24
SH448,Qualitative Method,24
DH614,Weather Briefing,24
MUS210,Music Systems IA,24
MUS210,Music Systems IB,24
SCI319,Intro Comp Phys,24
ART103,Ergonom for Design,24
CCB122,Culinary Prin & Practice,24
MUS186,ENS: Afro-Latin Jazz Ens,24
DH216,Earth Systems Lab,24
MUS210,Music Systems IIIA,24
MUS210,Music Systems IIIB,24
CL205,Wrtg Wrkshp Bsns Stdnts,24
IS118,Adv Projects in ID,24
SCI319,Adv Mechanics I,24
SCI319,Mod Phys,24
ENG490,Network Admin,24
DH218,Active Tect,24
DH614,Wx Anal & Fcstg,24
IS118,Lead Ppl & Eff Comms,24
ART304,Tpcs: Adv Drawing,24
DH216,Earth Disasters,24
ART312,Drawing I,24
ART304,Drawing II,24
ART312,Illus Fundamentl I,24
SCI319,Inv to Phys/Astro,24
SH448,Dissertation,24
CCB125,Food Science,24
CCB122,Fdserv Prod Mgmt,24
ART103,ID Foundation I,24
CL205,Lang across Life,24
ART103,Matls & Process I,24
IS118,ID Process,24
ART103,Adv Phys Prototyping,24
ENG258,C and D Sys Lab,24
ART312,Ani Fnds Bridge 1B,24
ENG490,IoT Systems,24
ART309,Topics Printmaking,24
MUS186,AfroLatinJazzEns,24
CCB122,Food Proc & Pkg I,24
MUS186,GrdLatinJazzEns,24
DH245,Grad Studies Biol,24
ENG258,Electr Design II,24
DH614,Remote Sensing,24
DH210,Geologic GPS/GIS,24
ART108,Topics in Woodworking,24
IS219,Interdis Critique,24
ART310,Watercolor,24
SH410,Special Study B,24
CL205,Special Study B,24
IS219,Beg Photography,24
DH614,Sci Computing II,24
CCB122,Cultural Food,24
DH614,Colloquium,24
AF001,Tpcs:Fabricated Sculpture,24
DH210,Adv Geomorphology,24
ART312,Tpcs: Adv Drawing,24
MUS210,Music Systems IVA,24
CCB122,Biostat in Res,24
ART304,Expressive Drawing,24
MUS210,Orchestration,24
DH549,Origins of Life,24
DH218,Paleontology,24
CL205,Ling Phonetics,24
DH218,Adv Geomorphology,24
IS118,C&CS: Ind. Design,24
MUS210,Music Systems IVB,24
DH549,Grad Studies Biol,24
CL205,Chicanas/os & Educ,24
SH412,ELS as Praxis,24
ART310,Int. Painting II,24
IS118,Portfolio Proj 3,24
IS118,Portfolio Proj 4,24
DH245,Insect Diversity,24
SH448,Contemp Issues HEd,24
SH448,Equity-Minded HEd Prac,24
ART103,Visualization II,24
CL205,Patterns English,24
ART103,ID Foundation II,24
DH440,Phys Ecol Lab,24
MUS210,Perf Arts K8 Teach,24
ISB786,Precalculus,24
CL205,Writing Workshop,24
CL205,Soc Wk Pract IV,24
DH245,Adv Top Phys,24
ISB786,Clinical Dev Sem II,24
IS118,Sustainable Design,24
WSQ204,Dance Seminar,24
DH614,Metr Instruments,24
ART103,Portfolio Project I,24
SH412,Sup Ind Plan Eval,24
ART103,Portfolio Proj 3,24
ISB786,Quantum Programming,24
ENG490,Comp & Ntwrk Sys Adt,24
ISB872,Biotech Colloquium,24
DH614,Applied Stats Meteor,24
IS235,Adv Glass,24
MUS186,Jazz Improv - II,24
ISB872,Drug Development,24
SH448,High Ed Law & Ethics,24
ISB786,Elec & Magnetism II,24
ART210,Intro Metal Smithing,24
ISB872,Numerical Modeling,24
SCI319,Math Methods,24
ART108,Tpcs:InstallArt,24
ART306,Drawing II,24
ART210,Tpcs:JewelSmSculp,24
CL205,Seminar Linguistics,24
SH412,Prac Adv Assess,24
CCB122,Food Eval Techniques,24
SCI319,Comp Meth Physics,24
ART301,Sp Top Studio Art,24
ENG490,Cybersec Ops Manage,24
DH549,Sem Adv Genetics,24
SCI319,Research methods,24
ISB874,Theory of Num,23
ISB874,Topology,23
ISB874,Regulatory Affairs,23
HB206,OT with Youth,22
DMH236,Adv Res Methods,22
HB206,Prof Dev - Leadership,22
HB206,OTD Exploration II,22
HB206,Pract & Seminar 1A,22
WSQ208,Advanced GIS Planning,22
HB206,Seminar & Pract IB,22
HB206,OT in Community II,22
DMH236,Adv R Met: Cog/Perc,22
DBH222,Feature Reporting,22
DBH222,Prnt/Mag and Online Wrtg,22
WSQ208,Quant Methods,22
DBH222,Wrtg Wkhp in Comm,22
DBH222,Sports Journalism,22
DBH222,Master's Project I,22
DBH222,Web Design Dev,22
WSQ208,Urb & Reg Growth Mgmt,22
HB206,Quant Research in OT,22
DBH222,Advanced User Exp,22
WSQ208,Intro to GIS Urb Plng,22
HB206,Community Health,22
HB206,Intro to Research,22
HB405,Minority Cul Japan,21
HB405,Elem Russian I,21
HB405,Elem Germ,21
HB405,Advanced Jpanese,21
HB405,Community Hlth Theor,21
DBH224,Mass Comm Research,21
HB405,Hisp Amer Culture,21
DBH224,Soc Media Analytic,21
DBH224,Brdcast & New Media Adv,21
DH352,Molecular Genetics,20
ENG213,Adv FEM in Engr,20
ENG125,Fund Mechatronic Eng,20
IS119,Machine Shop Ops,20
HGH136C,Costume Design,20
ENG213,Mach. Learning & Opt,20
CCB210,Evaluations in OT,20
CCB210,Qual Res OT,20
SH449,Prac Sp Path,20
SPXC153,Phys Act Old Adult,20
CL242,Quant Reas Ling Div,20
CCB209,Funct Kinesiology,20
CCB210,EBP in OT,20
SH449,Proseminar I,20
SH449,Adv Pract Sp,20
ART105,Mus & Gall Oper,20
DH601,Intro Chem,20
HGH227,Sem Periods Brit Lit,20
CCB210,OccupatAnalysis,20
ENG135,Honors Dynamics,20
ENG115,Microfluidics Lab,20
DH221,Geomorphology,20
DMH308,Sem in Perception,20
WSQ117,Creative Practicum,20
DH316,Adv Sediment Geol,20
SPXC153,Fund Qual Resrch,20
SH449,Prac Adv Assess,20
DH309,Seminar,20
SCI038,Topics Phys/Astron,20
CCB210,OT for Young Adults,20
DH647,General Physics I,20
DH316,Fundamentals Mineralogy,20
CCB210,OT with Children,20
IS115,Pkg Materials I,20
IS114,Pkg Materials I,20
IS115,Pkg Mtrl Hndlng Dist,20
IS115,Haz Mat Packaging,20
IS114,Haz Mat Packaging,20
CCB210,Clinical Practice OT,20
HGH221,Policy Analysis,20
CL242,Quant Reas Ling Wkp,20
CCB209,OT with Children,20
DH350,Hypothesis Testing,20
CL242,Ling Field Methods,20
WSQ115,Supr Proj & Res,20
DBH209B,StuMedia: Spear,20
DBH221,StuMediaProd: Mag,20
CCB209,OT with Youth,20
CCB210,OT Mid Age Adults,20
DMH308,Gender Ethnic Iss,20
DMH308,Prof Eth Psyglsts,20
DMH308,Clinical Assess I,20
ENG213,Comp Applications,20
DBH221,Campaign Mgmt,20
ENG135,Sr Dsgn Project I,20
ENG213,Design & Graphics,20
DH350,Biostatistics,20
ENG135,Mecha Sys Design,20
DH010,Phys Chem Lab,20
DH352,Adv Topics - CS,20
DBH209B,News Media Mgmt,20
DH647,Mol Genetics Lab,20
SPXC153,Marketing/Sport,20
DMH308,Methods Psychother,20
ENG319,MSEE Proj Proposal,20
ENG321,MSEE Proj Proposal,20
CCB209,OT w Young Adults,20
DBH221,Media Visionaries,20
SPXC153,Adv Sport Psych,20
DMH308,Sem Ind/Org Psych,20
DH352,Scientific Comm,20
DMH308,I/O Psy Field Work,20
DBH209I,StuMedProd:Update,20
HGH227,Mat & Meth Lit Res,20
ENG141,Sr Dsgn Project I,20
SPXC153,Intro to Kinesiology,20
IS115,Adv Lab Test+Anlysis,20
DMH308,App Psychometrics,20
CCB216,Food Process Lab,20
CCB210,OTD Exploration I,20
SPXC153,Mgt Lead Comm/Spt,20
ENG213,Finite El Meth Eng,20
HGH227,Elem Italian,20
HGH227,Special Study B,20
CCB210,Pract & Seminar 1A,20
HGH136C,Scenic Paint Props,20
CCB210,OT with Middle-Aged,20
SPXC153,Finance Aspt Sport,20
CL242,Adv Comp Design,20
DMH308,Fam Assesmt/Intrv,20
ART105,Proj Digital Media,20
ENG164,Individual Studies,20
ENG164,Project I,20
ENG164,Project II,20
ENG164,Spec Proj in Aerospace Engr,20
SPXC153,Senior Seminar,20
DMH308,Multivar Analysis,20
DH316,Petrology,20
SPXC153,Legal Aspects Sprt,20
DH352,Adv Prac Comp Topics,20
SH449,Prof Seminar III,20
ENG135,Mechatronic Sys En,20
ART105,Artists Teach Art,20
SPXC153,Environmental Ex Phys,20
ART307,Topics Printmaking,20
DH640,Fund of Physics,20
DMH308,Psyc of Contem Fam,20
DMH308,Adsv Psychopath,20
DMH308,Clinical Psychopharm,20
DMH308,Professional Issue,20
HGH227,Writing Competency,20
DH352,Undergrad Seminar,20
ENG141,Sr Dsgn Project II,20
ENG319,MSEE Project,20
ENG213,Com Aid Des in ME,20
HGH227,Japanese Drama and Lyrics,20
DH221,Hydrogeology,20
DH350,Adv Exper Design,20
IS115,Pkg Materials II,20
HGH227,Spanish Culture,20
IS115,Pkg Mchnry Systems,20
IS114,Pkg Mchnry Systems,20
SH449,Pract Audiology,20
SH449,Adv Fdwk ESN & ECSE,20
ENG135,Fund Mechatronic Eng,20
IS115,Medical Device Pkg,20
IS114,Medical Device Pkg,20
SPXC153,Elem Sch Programs,20
IS114,Pkg Develmt and Mgt,20
IS115,Food Pkg,20
IS114,Pkg Materials II,20
DMH308,Sem App Psy H Res,20
DMH308,Org Dev,20
HGH227,Methods TESOL,20
IS115,Pkg Develmt and Mgt,20
CCB209,Evaluation in OT,20
CL242,Corpus Linguistics,20
ENG135,Appl Engr Analysis,20
IS115,Protective Pkg Dsgn,20
DMH308,Lifespan Dev,20
IS114,Protective Pkg Dsgn,20
ENG213,Computer Aid ME Des,20
DMH308,Writing Workshop,20
ENG221,Med Biol Polymers,19
ENG221,Exper Methods BME,19
ENG221,Fndtns Biomed Engr,19
ENG221,Physiol for Engr,19
ENG221,Biosensor/Bioinstrum,19
ENG221,Bio Microfluidics,19
WSQ111,Private Dev & Urbp,18
WSQ111,Intro to Reg Trans Plng,18
WSQ111,Environ Topics,18
HB102,Artios CAD for PKG,18
WSQ111,Int Priv Dev Plan,18
WSQ111,Sustainable Agriculture,18
WSQ111,Land Use Plng Law,18
WSQ111,Plan Sustain City,18
ISB340,Biochemistry Lab II,18
WSQ111,Reg Transport Plan,18
ENG209,Geotech Engr,18
ISB338,Intro Biochem Lab,18
ISB338,Biochem Lab,18
WSQ111,Envir Res Center,18
WSQ111,Urb Plan Seminar,18
WSQ111,Environ Thought,18
WSQ111,Field Studies,18
WSQ111,Sust Trns Pl Local,18
HB102,Solidworks for PKG,18
WSQ111,Urb Plan Pol Analysis,18
WSQ111,Intro Local Trans,18
DH609,General Physics III,17
MUS182,Fund Tech Percus,16
DH407,Adv Studio Light: Strobes,16
MUS182,Tch Choral Mus,16
ENG105,EO&M Props Solids,16
MH526,Surv-Res-Methods,16
MH526,Sem Qual Rsc,16
DH407,Intro to Studio Light,16
ENG105,Mech Bhvr Matls,16
MH526,Sem Juv Justice,16
MUS182,Univ Chorales,16
MUS182,ENS: UnivChorales,16
MUS182,GrdUnivChorales,16
MH526,Just-Soc-Theory,16
MUS182,ENS: Jazz Orch,16
MUS182,Voice Fundamentals,16
MUS182,Foundations Mu Ed,16
MUS182,JazzSingers,16
MUS182,ENS: Jazz Singers,16
MUS182,Fund Tech Woodwnds,16
MUS182,JazzOrch,16
MUS182,Begin Conducting,16
MUS182,Fund Tech Instr,16
MUS182,AfroLatinJazzEns,16
DH643,General Physics II,16
DH407,Special Topics: Photography,16
MUS182,Practicum Mu Ed,16
MUS182,ENS: Afro-Latin Jazz Ens,16
MUS182,GrdLatinJazzEns,16
MUS182,CollMusicum,16
MUS182,ENS: Collegium Musicum,16
MUS182,GrdCollegium,16
MUS182,Adv Cond Choral,16
ENG105,Metals and Alloys,16
MH526,"Imm, Law, Just",16
MH526,Sem-Pun-Society,16
MH526,Crim-Theory,16
MH526,Sen Sem Cont Prob,16
ENG105,Intro Matls Sci Tech,16
MH526,Prgm Eval Proj,16
WSQ113,Sem: Geog Info Tech,15
HB202,OT in the Community,15
WSQ106,Tpcs in Jazz Dance I,15
WSQ106,Choreography II,15
WSQ113,Adv GIS Planning,15
WSQ113,Digital Forensic Analysis,15
WSQ106,Tpcs in Tap Dance I,15
ENG113,Thermal Eng Lab,15
WSQ113,Intro to GIS,15
WSQ113,Land Use Plng Law,15
ENG205,UG Chem Engr Lab,15
ENG233C,Exper Methods BME,15
WSQ113,Resource Analysis,15
WSQ113,Sustainable Agriculture,15
WSQ106,Choreography I,15
WSQ106,Choreography III,15
WSQ113,Advanced GIS,15
WSQ113,Drones & Data Collec,15
ENG109,Bio Chem Engr Lab,15
ENG205,UG Chem Eng Lab II,15
WSQ113,Intro Land Use Plan,15
DH801,Metr Instruments,15
WSQ113,Advanced GIS Planning,15
MUS124,Int Sound Recrdng,14
MUS124,Fund Sound Recordg,14
MUS124,Adv Sound Rec/Prod,14
DH641,Grd Sem Biol Sci,12
IS124,Intro to Ceramics,12
CCB118,ECE Practicum,12
IS124,Tpcs:Ceramic Sculpture,12
IS124,Tpcs:Advanced Ceramics,12
IS124,TpcsInterCeramics,12
ENG101,3D Printing & App,12
DH641,General Physics II,12
MUS226,Electro- Acoustic Music I,11
MUS226,Electro-Acoustic Music 2,11
FO104,Themes of Amer Lit,10
SCI326,Math 70X Workshop,10
FO104,Sem in Compos Studs,10
FO104,Fic Writ Workshop,10
FO104,Nonfic Writ Wrkshp,10
FO104,Narr Craft & Theor,10
MUS157,Jazz Arranging 2,10
FO104,Poet Writ Workshop,10
MUS157,IntrAppMusicPed,10
ENG376,EE Sr Dsgn Proj II,10
SCI326,Quantum Theory I,10
