FACILITY_ID,DESCR,ROOM_CAPACITY
ENG295,EE Sr Dsgn Proj II,9
ENG317,MSEE Proj Proposal,9
SH112,Cln Rot in Audio I,8
SH112,Aud Practicum,8
ENG223,Prin Scng Micrscpy,5
SH117O,ECE Practicum,4
SCI320,Adv Measurements Lab,3
SCI320,Electronics Lab,3
MUS163,DirIssuesMusEd,1
ONLINE,Internship in JS,0
ONLINE,Alternative Cinema,0
ONLINE,Cal Architecture,0
ONLINE,Quantit Res Meth,0
ONLINE,Fund Project Mgmt,0
ONLINE,Cont World Arts,0
ONLINE,Legacy of Asia,0
ONLINE,Human Sexuality,0
ONLINE,Elem Stat,0
ONLINE,Psych of Aging,0
ONLINE,Portfolio Project 2,0
ONLINE,Argument and Analysis,0
ONLINE,Intro Entrepreneurship,0
ONLINE,Introductory Psychology,0
ONLINE,Intro Creative Writ,0
ONLINE,Statway: Statistics,0
ONLINE,The Living World,0
ONLINE,Media and Culture,0
ONLINE,Language Variation,0
ONLINE,Intro Screenwriting,0
ONLINE,Special Study,0
ONLINE,Sex Power Politics,0
ONLINE,Global Women,0
ONLINE,Global Warming,0
ONLINE,Shakespeare + Performance,0
ONLINE,Animals & Society,0
ONLINE,US & CA Government,0
ONLINE,Pub Health Capstone,0
ONLINE,Sociology Capstone,0
ONLINE,Cultural Psychology,0
ONLINE,Proj Mgt Const,0
ONLINE,Sem Archiv Rec Mgmt,0
ONLINE,Intro to Phil,0
ONLINE,Esntl US History,0
ONLINE,Intro to Res Meth,0
ONLINE,Art of Film,0
ONLINE,Introduction to Media,0
ONLINE,Recon Lost Civs,0
ONLINE,Am Cults 1877-Pres,0
ONLINE,Sex & Justice,0
ONLINE,Creativity Matters,0
ONLINE,Adv Sys Engr,0
ONLINE,Business Systems,0
ONLINE,Processing Big Data,0
OFFCAMPUS,Child Hlth Pract,0
ONLINE,Python Programming,0
ONLINE,Comm/Human Relations,0
ONLINE,Agile Sys Engr,0
ONLINE,Fam & Comm Violence,0
ONLINE,White Collar Crime,0
ONLINE,Gender and Crime,0
ONLINE,Crim Theory,0
ONLINE,Survey For Sci,0
ONLINE,Comp Tools for Bus,0
ONLINE,Grad Research & Writing,0
ONLINE,Elem French,0
ONLINE,Inter Fren Reading,0
ONLINE,Adv Frn Read Write,0
ONLINE,Frncphone Lit & Cine,0
ONLINE,Fren for Careers,0
ONLINE,Fr Lit 20-21Cent,0
ONLINE,Visualization III,0
ONLINE,Spec Studies,0
ONLINE,Globl Climate Chng,0
ONLINE,Thry Art His/Crit,0
OFFCAMPUS,Gero Nurs Practicm,0
ONLINE,Environmental Education,0
ONLINE,Reading the World,0
ONLINE,Intro Envir Issues,0
ONLINE,Social Science Teacher Prep,0
ONLINE,Wrt Wkshp Th Arts,0
ONLINE,JWSS Special Topics,0
ONLINE,First Year Writing,0
ONLINE,Drugs & Society,0
ONLINE,Trans Gen Prac I,0
ONLINE,Trans Adv Gen I,0
ONLINE,Social Work in MH,0
ONLINE,Special Study A,0
ONLINE,Soc W Pract I,0
ONLINE,Elem Spanish,0
ONLINE,Soc W Pract III,0
ONLINE,Soc W Pract II,0
ONLINE,Indv Studies,0
ONLINE,Med Errors Reduct,0
ONLINE,Hlth Comm,0
ONLINE,Public Speaking,0
ONLINE,EE Internship Experience,0
ONLINE,Child Development,0
ONLINE,Psy of Adolescence,0
ONLINE,Writing Workshop,0
ONLINE,Cultural Couns,0
ONLINE,Japanese Culture,0
ONLINE,Critical Thinking and Writing,0
ONLINE,Intro Env Thought,0
ONLINE,Medium and Message,0
ONLINE,Childhood,0
ONLINE,Senior Capstone,0
ONLINE,Storyboarding,0
ONLINE,Hum Cmptr Int,0
ONLINE,Writng Wrkshp FA,0
ONLINE,Int Arc Adv Studio,0
ONLINE,Progrmng Paradigms,0
ONLINE,Art Hist Ren-Mod,0
ONLINE,Art 19th Cen,0
ONLINE,Intro to Human Evol,0
ONLINE,Design for Theatre,0
ONLINE,Writing: Hum & Arts,0
ONLINE,Engr Reports,0
ONLINE,Intern,0
ONLINE,Air Traffic Control,0
ONLINE,Human Factors Avia,0
ONLINE,Inf. Comm,0
ONLINE,Master's Project,0
ONLINE,Sem Couns Th Prac,0
ONLINE,Phys Fit + Nutrit,0
ONLINE,Ind Evnts Plat Spk,0
ONLINE,Music Appreciation,0
ONLINE,Design in Society,0
ONLINE,Drugs + Brain & Beh,0
ONLINE,Bible Hist and Lit,0
ONLINE,Death Dying & Rels,0
ONLINE,Magic Science Reli,0
ONLINE,Relig in America,0
ONLINE,Technology & Civil,0
ONLINE,Digital Apps Basic,0
ONLINE,Intro to  Leg Studies,0
ONLINE,Wrtg Wrkshp Bsns Stdnts,0
ONLINE,Intro US Pop Culture,0
ONLINE,CMPE/SE Internship,0
ONLINE,Mus Wrld Cultures,0
ONLINE,AfAm & Dev Am Hist,0
ONLINE,Sem Prof Couns,0
ONLINE,Math Methods,0
ONLINE,Trans Policy & Reg,0
ONLINE,Transport Safety,0
ONLINE,MSTM Cap-Design,0
ONLINE,Compa Crim Jus Sys,0
ONLINE,Ap Re Meth and Statis,0
ONLINE,Police in Global Con,0
ONLINE,Sci Tech & Hum Val,0
ONLINE,Geol and Envir,0
ONLINE,Inf. Prof,0
ONLINE,ECE Curriculum,0
ONLINE,Tutrls Digital Art,0
ONLINE,UG Res & Projects,0
ONLINE,Human Anatomy,0
ONLINE,Strategic Mgmt,0
ONLINE,Mktg Research,0
ONLINE,Arts of Asia,0
ONLINE,Sound Comm,0
ONLINE,Comp Applications,0
ONLINE,Indiv Studies,0
ONLINE,Econ Development,0
ONLINE,Adv Oper Pl & Contrl,0
ONLINE,Race and Ethnicity,0
ONLINE,Food Culture,0
ONLINE,Sem Mus Sys Thry,0
ONLINE,Inf. Ret. Sys. Des,0
ONLINE,Online Learning,0
ONLINE,Rsc & Info Prof & Disc,0
ONLINE,Colloq Contemp Iss,0
ONLINE,Hunger & Environ Nutr,0
ONLINE,Tech Culture Society,0
ONLINE,Groups,0
ONLINE,Social Work GWAR,0
ONLINE,Elem Portuguese I,0
ONLINE,Adv Res Methods,0
ONLINE,Inf Tech Tools App Adv,0
ONLINE,"Sci, Physio, Nutr",0
ONLINE,Twentieth Century,0
ONLINE,Comm Applied Activity,0
ONLINE,Body Sculpting,0
ONLINE,Object Orntd Dsgn,0
ONLINE,Soc Media Analytic,0
ONLINE,Math Meth for Econ,0
ONLINE,Prof & Bus Ethics,0
ONLINE,Intro Typography,0
ONLINE,Chicna/o Amer Soc,0
ONLINE,Fund of Finance,0
ONLINE,Psych of Prejudice,0
OFFCAMPUS,Physical Ocenog,0
ONLINE,Sem in Libr Mgmt,0
OFFCAMPUS,Adv Top Mar Ecol,0
ONLINE,Lifespan Development,0
ONLINE,Leadership Series IV,0
ONLINE,Cognition,0
ONLINE,Intro Pol Thought,0
ONLINE,Spec Proj in Aerospace Engr,0
ONLINE,Reference Info Services,0
ONLINE,Gov Info Sources,0
ONLINE,Online Searching,0
ONLINE,Collection Mgmt,0
ONLINE,App. Res. Methods,0
ONLINE,Sem Inf Sci,0
ONLINE,Prof Exp Intern,0
ONLINE,Sch Libr Fieldwork,0
ONLINE,Special Topics MIS,0
ONLINE,Cooperative Intern,0
ONLINE,Tools Lab,0
ONLINE,Hum Cent Cybersecur,0
ONLINE,Graduate Research I,0
ONLINE,MS Res Project,0
ONLINE,Master's Thesis,0
ONLINE,Ind Studies,0
ONLINE,Thought Control,0
ONLINE,Econometric/Res Meth,0
ONLINE,Wrtg Wsh/Econ Reps,0
ONLINE,Advanced Chinese,0
ONLINE,Data Mining for BA,0
ONLINE,CMBA Internship,0
ONLINE,Dietetic Internship,0
ONLINE,Leadership III,0
ONLINE,Indiv Study Mktg,0
ONLINE,Bus & Prof Spking,0
ONLINE,Quantitative Comm,0
ONLINE,Childrens Lit,0
ONLINE,Indiv Study Acctg,0
ONLINE,Humanities Af Am Cul,0
ONLINE,Sen Sem Cont Prob,0
ONLINE,Trans & Society,0
OFFCAMPUS,Mar Sci Diving,0
ONLINE,Nursing Theory,0
ONLINE,Psych in Courtroom,0
ONLINE,Intro Asn Am Studies,0
ONLINE,Fund of Oper Mgmt,0
ONLINE,Intro Human Nutr,0
ONLINE,Clinical Psychology,0
ONLINE,Physical Science of Food,0
ONLINE,Issues US Pop Cult,0
ONLINE,Anglophone Lit,0
ONLINE,Amer Dream,0
ONLINE,Logic & Crit Reas,0
ONLINE,Grad Internship,0
ONLINE,Asian Philosophy,0
ONLINE,National Parks,0
ONLINE,Intro Digital Video,0
ONLINE,Anth Food,0
ONLINE,Macr-Econ Analysis,0
ONLINE,Beh Science in Practice,0
ONLINE,Beg Cat & Class,0
ONLINE,Prgrm and Srvcs for Yas,0
ONLINE,Intro to Marketing,0
ONLINE,HSPM Internship,0
ONLINE,Social Psy,0
ONLINE,Info Tech Tools & Aplc,0
ONLINE,Archv  & Mnscpt,0
ONLINE,Individual Studies,0
ONLINE,School Media Cent,0
ONLINE,Ser to Youth,0
ONLINE,CMPE Seminar,0
ONLINE,Stdt Tchg III,0
ONLINE,Dev of Self in Soc,0
ONLINE,Written Comm Business,0
ONLINE,Visual Storytell,0
ONLINE,MARA OCP,0
ONLINE,Comp Dig Forensics,0
ONLINE,Intro Game Studies,0
ONLINE,Ind Study,0
ONLINE,Reflective Practice I,0
ONLINE,Field Study Sem,0
ONLINE,Informatics Fund,0
ONLINE,Meas & Eval in Kinesiology,0
OFFCAMPUS,Adv Ichthyology,0
ONLINE,African Nations,0
ONLINE,Inf Sec: Inf Assur,0
ONLINE,Nutr Health Prof,0
ONLINE,Changing Majority,0
ONLINE,Global Terrorism,0
ONLINE,Public Health Leadership,0
ONLINE,Origins of Life,0
ONLINE,Indiv St El Comtec,0
ONLINE,Indus Psy,0
ONLINE,Psych Tests & Meas,0
ONLINE,Curr Iss Capstone,0
ONLINE,Appl Asst Inst Tech,0
ONLINE,Psy of Person,0
ONLINE,Internship Project,0
ONLINE,Instr Dsgn Info Prof,0
ONLINE,Prof Issues V,0
ONLINE,Sem Arch Rec Mgt,0
ONLINE,Hum Neuranat Phys,0
ONLINE,Intro to Econometrics & RM,0
ONLINE,"Bus, Govt, Society",0
ONLINE,Intro to Patents,0
ONLINE,Theatre Apprecia,0
ONLINE,Formal Lang & Comput,0
ONLINE,Research Project,0
ONLINE,Cln Externship I,0
ONLINE,Information/Data Sci,0
ONLINE,Prof Prac Suc I,0
ONLINE,Adv Topics in Arch/Recs,0
ONLINE,Infm Culm Project,0
ONLINE,Fieldwork,0
ONLINE,Literary Criticism,0
ONLINE,ECE Practicum,0
ONLINE,MS Project Intern,0
ONLINE,Indiv Graduate Studies,0
ONLINE,Biodiversity,0
ONLINE,Argmnt/Advocacy,0
ONLINE,Soci of Family,0
ONLINE,Hisp Amer Culture,0
ONLINE,Child Psychopathol,0
ONLINE,Social Media & Youth,0
ONLINE,Amer Pol Global,0
ONLINE,Mcom & Society,0
ONLINE,Global Culture,0
ONLINE,Machine Learning,0
ONLINE,Mgt Rec Info Gov,0
ONLINE,Rsch Meth Recs Mgt/Arch,0
ONLINE,Teach Diversity Art,0
ONLINE,Infm: Tech Found,0
ONLINE,Hum Cent Design,0
ONLINE,Quant Methods,0
ONLINE,Theory of Pub Hlth,0
ONLINE,Forecasting for BA,0
ONLINE,Intern Avia Indust,0
ONLINE,Info Visualization,0
SCCOURTS,Begin Tennis,0
ONLINE,Supv Exp Couns,0
ONLINE,Mex Am US Hist/Gov,0
ONLINE,Health Communication,0
ONLINE,Moral Issues,0
SCCOURTS,Inter Tennis,0
ONLINE,Identity/Social Justice,0
ONLINE,Special Prob,0
ONLINE,Intro Mol Diag I,0
ONLINE,IA Systems,0
ONLINE,Project Planning,0
ONLINE,Int to Dtb Mgt Sys,0
ONLINE,Field Work Exper,0
ONLINE,Modern Astronomy,0
ONLINE,Libr Sev Div Comm,0
ONLINE,Big Dat Analyt Mmt,0
ONLINE,Trns Plng & Dev,0
ONLINE,Glob/Soc Iss Engr,0
ONLINE,Writing Workshop: Design,0
ONLINE,Prof Dev,0
ONLINE,Furniture Design,0
ONLINE,AAS History I,0
OFFCAMPUS,Community Hlth Pract,0
ONLINE,Teaching Fl,0
ONLINE,Comp & Hum Interact,0
ONLINE,Research for Engr,0
ONLINE,Intro to Leadership,0
ONLINE,Applied Bus Intern,0
ONLINE,DNP Practicum,0
ONLINE,Spec Stud Couns Ed,0
ONLINE,Media & Resistance,0
ONLINE,Orb Mech Miss Des,0
ONLINE,Crit IC Comm,0
ONLINE,Sociology of Everyday Life,0
ONLINE,ECE Administration,0
ONLINE,Intro Aesthetics,0
ONLINE,Mapping the World,0
ONLINE,FNP Theory I,0
ONLINE,Senior Seminar,0
ONLINE,Mass Comm Research,0
ONLINE,Found Neuro for OT,0
OFFCAMPUS,EnsChamberMusic,0
ONLINE,Project I,0
ONLINE,Energy Modl & Contrl,0
ONLINE,Pos Beh Sup,0
ONLINE,Human Behavior I,0
ONLINE,Child Welfare Practice,0
ONLINE,School Social Work,0
ONLINE,Tech Writing Info,0
OFFCAMPUS,Geol Oceanography,0
ONLINE,Cultural Anthro,0
ONLINE,Sustain Tourism Ops,0
ONLINE,Race/Sport/Activism,0
ONLINE,Arts in US Society,0
ONLINE,Divrsty/Stress/Hlth,0
ONLINE,New Media,0
ONLINE,Inf. Lit. Learn,0
ONLINE,Presrv Mgmt,0
ONLINE,FNP Prof Issues,0
ONLINE,Program Management,0
ONLINE,Sustainable Transport,0
ONLINE,Adv Composition,0
ONLINE,Real Est Finance,0
ONLINE,Theoretical Fdn CHE,0
ONLINE,CE Practical Training,0
ONLINE,Fantasy Science Fic,0
ONLINE,Act Proj in Speech,0
ONLINE,New Media/Methods,0
ONLINE,Comm & Global Understanding,0
ONLINE,Interviewing,0
ONLINE,Secondary Schl Sci,0
ONLINE,Nat & World Cult,0
ONLINE,Wom/Gend/Sex in Lit,0
ONLINE,Mus Cul Latin Am,0
ONLINE,Topic Clin Lab Sci,0
ONLINE,Sem: Renaiss Art,0
ONLINE,Adult Psychopathol,0
ONLINE,Applied Epidemiology,0
ONLINE,Researching Games,0
ONLINE,Worlds of Jazz,0
ONLINE,Data Analytics and Sec,0
ONLINE,Adv Res Meth & Des,0
ONLINE,Prof Exp,0
ONLINE,Info Architecture,0
ONLINE,Hist of Amer Peopl,0
ONLINE,Topics Am History,0
ONLINE,Ca Hist to 1900,0
ONLINE,Spanish Morphology,0
ONLINE,Comm Disord Survey,0
ONLINE,Cln Externship II,0
ONLINE,Issues Nutr/Fd/Pkg,0
ONLINE,Human Learning,0
ONLINE,TA Practicum I,0
ONLINE,Research Methods,0
ONLINE,AS Summr Th Prac F,0
ONLINE,Interpersonal Comm,0
ONLINE,Intro to GIS,0
ONLINE,Foren Act Debate,0
ONLINE,Comm Ethnography,0
ONLINE,Ethics in Science,0
ONLINE,Prin of Econ,0
ONLINE,"SW in Health, Aging",0
ONLINE,MSDA Thesis I,0
ONLINE,History of Photo,0
ONLINE,Tchg Rdg,0
ONLINE,Chin Cul & Pol Lit,0
ONLINE,Departmental Thesis,0
ONLINE,QuaL Resrch Mds,0
ONLINE,Independent Study,0
ONLINE,Wom of Color in U.S.,0
ONLINE,Ethnicity in Amer Lit,0
OFFCAMPUS,Seminar & Pract IB,0
OFFCAMPUS,Adult Care Pract II,0
ONLINE,Intro Mus Ed/EFE,0
ONLINE,Chicana/Chicano Film,0
ONLINE,Dig Assets Mgt,0
ONLINE,"Computers, Ethics, Society",0
ONLINE,Public Finance,0
ONLINE,"Acc, Stor, Retr",0
ONLINE,Global Sport,0
ONLINE,Micr-Econ Analysis,0
ONLINE,Cultures/Globalizatn,0
ONLINE,"Women, Gender &Sex",0
ONLINE,Clin Trials Sem II,0
ONLINE,Physiological Assessment,0
ONLINE,Senior Seminar ANI,0
ONLINE,Police and Society,0
ONLINE,Network Sec,0
ONLINE,Web Development,0
ONLINE,Prnt/Mag and Online Wrtg,0
ONLINE,BME Microsystems,0
ONLINE,Masters of Fr Lit,0
ONLINE,Life Chang Planet,0
ONLINE,Mech Engr Design,0
ONLINE,French Culture,0
ONLINE,"Tech,Info,Data--HC",0
ONLINE,Project Mgt & Finance,0
OFFCAMPUS,APA for YA with Dis,0
ONLINE,Theorizing Comm,0
ONLINE,Comm in Wrld Cultr,0
ONLINE,Media Respns Crit,0
ONLINE,Speech Judging,0
ONLINE,Adv Media tech,0
ONLINE,Spec Topics Bus Adm,0
ONLINE,Emanc Pedg HigherEd,0
ONLINE,MSDA Project I,0
ONLINE,MA Thesis,0
ONLINE,Fld Exp NufS/Pkg,0
ONLINE,Inter Fren Writing,0
ONLINE,Psyc of Childhood,0
ONLINE,Assessmt for Couns,0
ONLINE,Energy & Environ,0
ONLINE,Animation Physics,0
ONLINE,Communication Wrkshp,0
ONLINE,Engr Hydrology,0
ONLINE,Clin Lab Manage,0
ONLINE,Intro to IP for Engr,0
ONLINE,Exercise Physiology,0
OFFCAMPUS,Sr Dsgn Project I,0
ONLINE,DA Internship,0
ONLINE,Anthro Practicum,0
ONLINE,Iss Acad Libs,0
ONLINE,Database Mgmt Syst,0
ONLINE,Adv Topics Libr & Info Sci,0
ONLINE,Info Governance,0
ONLINE,Black Civil Rights,0
OFFCAMPUS,Mat Newborn Pract,0
ONLINE,Earth Systems,0
ONLINE,Neuroscience,0
ONLINE,Cult/Lg/Ethn/ in US,0
ONLINE,Sp Top Studio Art,0
ONLINE,Database Sys Prncpls,0
ONLINE,Research Method JS,0
ONLINE,Special Project ME,0
ONLINE,Gender and Sexuality,0
ONLINE,Pop & Global Change,0
ONLINE,Theoretical Found,0
ONLINE,EBP Writing Wkshp,0
ONLINE,Folklorico Dance,0
ONLINE,Project II,0
ONLINE,Conceptual Illus,0
ONLINE,Query Languages,0
ONLINE,Culture & Conflict,0
ONLINE,Managerial Acctg,0
ONLINE,Dance in Wrld Cult,0
ONLINE,Terrorism & Security,0
ONLINE,Race Gender Ineqlt,0
ONLINE,Applied Anthro,0
ONLINE,Matrls for YAS,0
ONLINE,Biotechnol Studies,0
ONLINE,Adapted Aquatics,0
OFFCAMPUS,Adapted Aquatics,0
ONLINE,Emanc Apprch Compute,0
ONLINE,Old English,0
ONLINE,Intro to Sociology,0
ONLINE,Topics Pop Data Sci,0
ONLINE,Phil of the Person,0
ONLINE,Int Freedom Sem,0
ONLINE,Psych Field Wk,0
ONLINE,Data Analysis HighEd,0
ONLINE,Mideast Tradition,0
ONLINE,Energy Sys Risk Mngt,0
ONLINE,Langu and Thinking,0
ONLINE,HR and Justice,0
ONLINE,Wrtg Wkhp in Comm,0
ONLINE,Masters Thesis,0
ONLINE,Comm Nutrition Non-Major,0
ONLINE,Indiv Study,0
ONLINE,Race/Ethnic Rels,0
ONLINE,Human Understanding,0
ONLINE,Colloq World Hist,0
ONLINE,Proc & Supply Mgmt,0
ONLINE,Interdisc Sem Dig Media,0
ONLINE,HSR Ops/Engineering,0
ONLINE,Critical Issues,0
ONLINE,Iss Publ Libs,0
ONLINE,INFM: Sec Overview,0
ONLINE,inter human rights,0
ONLINE,Modernity/Disease,0
ONLINE,Money & Banking,0
ONLINE,3D Model and Print,0
ONLINE,Intro to Global Studies,0
ONLINE,Spec Prob,0
ONLINE,Ind Tax Compliance,0
ONLINE,Early Child Lit,0
ONLINE,Com Org Health Pro,0
ONLINE,SW and Law,0
ONLINE,Fund Mgmt & Org Beh,0
ONLINE,Illus Fundamentl I,0
ONLINE,Foundation Tax,0
ONLINE,Sport Communication,0
ONLINE,Jpn Linguistics,0
ONLINE,Visions of Democracy,0
ONLINE,Aerothermodynamics,0
ONLINE,Plng Rsearch Topic,0
ONLINE,Internship,0
ONLINE,Planning Report,0
ONLINE,Special Study: Pln Rpt Comp,0
ONLINE,Intercult & Inequal,0
ONLINE,Intro Lng Dev & Dis,0
ONLINE,Global Dimensn Bus,0
ONLINE,Global-Lit-Asia,0
ONLINE,Soc Pol Analysis,0
ONLINE,Res Method & Des,0
ONLINE,AS Summr SW Resear,0
ONLINE,Marketing Manage,0
ONLINE,Contemporary Practice,0
ONLINE,HSR Planning/Design,0
ONLINE,Trans Project Mangt,0
ONLINE,Individ Studies,0
ONLINE,Adv Ind Taxes,0
ONLINE,Equity in Higher Ed,0
ONLINE,The United States,0
ONLINE,Jpn for Business,0
ONLINE,Professional Skills,0
OFFCAMPUS,MarchBand,0
OFFCAMPUS,ENS: Spartan March Band,0
ONLINE,Adv Mnt,0
ONLINE,Non-Profit Leaders,0
ONLINE,Performing Culture and Society,0
ONLINE,Topics in Senior Thesis,0
ONLINE,Advanced Honors,0
ONLINE,Soft Skills,0
ONLINE,Indus Organization,0
ONLINE,Cln Rot in Audio IV,0
ONLINE,MS Res/Pro Intern,0
ONLINE,Computer Op Systems,0
ONLINE,Community Hlth Theor,0
ONLINE,Senior Preceptorship,0
ONLINE,Aging and Society,0
ONLINE,Cln Rot in Audio II,0
ONLINE,Weather & Climate,0
ONLINE,Iss Spec Libs & Info Ctr,0
ONLINE,Translation,0
ONLINE,Psych of Coaching,0
ONLINE,Bus Intel Tech,0
ONLINE,Fldwrk Seminar,0
ONLINE,Cross Train/Cond,0
ONLINE,Justice Practicum,0
ONLINE,Early Modern Europe,0
ONLINE,Great Comedies for Theat,0
ONLINE,Neural Networks,0
ONLINE,Sanitatn & Env Iss,0
ONLINE,Intro Film History,0
ONLINE,Readings Chin Cult,0
ONLINE,Controv Legal Iss,0
ONLINE,Nonverbal Comm,0
ONLINE,Judge Training,0
ONLINE,Gnres & Tpcs in Yuth Lit,0
ONLINE,Library Market,0
ONLINE,MA Thesis/Project,0
ONLINE,Sem in Informatics,0
ONLINE,Infm Proj Mgt,0
OFFCAMPUS,Beg Handball,0
OFFCAMPUS,Inter Handball,0
ONLINE,Adv Ed Assess,0
ONLINE,Trauma Couns,0
ONLINE,Directed Reading,0
ONLINE,Step Training,0
ONLINE,Intro to Digital Media,0
ONLINE,Crime Scene Invest,0
ONLINE,Comm in Class Rm,0
ONLINE,Atmos Pollution,0
ONLINE,Sales Management,0
OFFCAMPUS,GrdChmbrMsc,0
ONLINE,Voc Design,0
ONLINE,Prgrm and Srvcs for Chld,0
ONLINE,Engr Grad Reports,0
ONLINE,Tax Practicum,0
ONLINE,Nutrit for Sport,0
ONLINE,Rec Info Mgt Prof,0
ONLINE,Data Struc/Alg C++,0
ONLINE,Int'l Exp for Execs,0
ONLINE,Span for Careers,0
ONLINE,Health Systems,0
ONLINE,FNP II,0
ONLINE,Math Dec. & Data Sci,0
ONLINE,Intro Bus Prog,0
ONLINE,Clin Ex Physiol,0
ONLINE,Intl Crime & Dev,0
ONLINE,Web Based Computing,0
ONLINE,Environ Ethics & Phil,0
ONLINE,Phil of Science,0
ONLINE,Managing Glob Econ,0
ONLINE,Research Project IV,0
ONLINE,Visual Culture,0
OFFCAMPUS,Scientific Writing,0
ONLINE,Writing Internship,0
ONLINE,Earthquakes Volcan,0
ONLINE,Prof Prep in Art,0
OFFCAMPUS,Capstone Studio,0
ONLINE,Art Hist Prehis-Med,0
ONLINE,Play & Games,0
ONLINE,Grad Tech Writing,0
ONLINE,Culture & Dev,0
OFFCAMPUS,Begin Rowing,0
OFFCAMPUS,Comm Hlth Practicum,0
ONLINE,Intro Stat Justice,0
ONLINE,Intro to PR,0
ONLINE,Airline Ops & Mgmt,0
ONLINE,Gen Oceanography,0
ONLINE,Forensic Engr,0
ONLINE,U.S. Pop/Rock,0
ONLINE,Intro to Hip Hop,0
ONLINE,Interm Stat,0
ONLINE,Chronicles of Education,0
ONLINE,World Religions,0
ONLINE,Pilot Avion & GA Systems,0
ONLINE,Univ Internship,0
ONLINE,Adv Ais & Risk Assess,0
ONLINE,Lit Practicum,0
OFFCAMPUS,Forest Ecol,0
ONLINE,Physical Geography,0
ONLINE,Elem Italian,0
ONLINE,Cyber Forensics,0
OFFCAMPUS,Adult Care Pract  I,0
ONLINE,Hlth Assmnt Skill II,0
ONLINE,Practical Spanish,0
ONLINE,Special Topics/GIS,0
ONLINE,Practicum in RT,0
ONLINE,RT Assess and Doc,0
OFFCAMPUS,Mental H Practicum,0
ONLINE,Object-Oriented Dsgn,0
ONLINE,Leadership,0
OFFCAMPUS,Mol Biol Tech,0
ONLINE,Art Ital Ren 15th,0
ONLINE,SchLibMedMtls,0
ONLINE,DirIssuesMusEd,0
ONLINE,Film/TV Aesthetics,0
ONLINE,Div & Social Issues,0
ONLINE,Prof Resp HC Systems,0
ONLINE,Theories-Adv Nursing Prac,0
ONLINE,Instr Dsgn & Curr Dev,0
ONLINE,Outcomes Ed/Pr,0
ONLINE,Visual Dev II,0
ONLINE,Intro Intl Rel,0
ONLINE,Computer Networks,0
ONLINE,Dance Appreciation,0
ONLINE,Black Kinship US,0
ONLINE,Electronic Rec Fdn,0
ONLINE,Media Relations,0
ONLINE,Intro to RT,0
ONLINE,Feature Reporting,0
ONLINE,Network Management,0
ONLINE,Special Topics Seminar,0
ONLINE,Pre-Intern Workshp,0
ONLINE,Ethical Theory,0
ONLINE,Interper Com Skill,0
ONLINE,Hlth Data Analyt,0
ONLINE,Prin Art Educ,0
ONLINE,Psych Fndns Educ,0
ONLINE,Software Engr,0
ONLINE,Adv Air Design,0
ONLINE,Graduate Research,0
ONLINE,Software Qual Mgmt,0
ONLINE,Courts and Society,0
ONLINE,Victimology,0
ONLINE,Reflective Practice II,0
ONLINE,Bioinformatics,0
ONLINE,Indiv Study Finan,0
ONLINE,Intro Cybercrime,0
ONLINE,Intro HR & Justice,0
ONLINE,Psych of Women,0
ONLINE,Assessment & Eval,0
ONLINE,Social Emotional Dev,0
ONLINE,Ad Mech Eng Analys,0
ONLINE,Revenue Management,0
ONLINE,Restaurant Mgmt,0
ONLINE,Modern English,0
ONLINE,Global Environment,0
ONLINE,Chem Safety,0
OFFCAMPUS,Ldrshp & Pers Dev,0
OFFCAMPUS,Resrch Mar Sci,0
ONLINE,Scientific Comm,0
ONLINE,Death Investigation,0
ONLINE,ME Career Dev,0
ONLINE,Stories Make America,0
ONLINE,Engr Statistics,0
OFFCAMPUS,Sem: Res Design GIS,0
ONLINE,Med Err Sfty Engr,0
ONLINE,Advanced Spanish,0
OFFCAMPUS,Inn Team Ldrshp,0
ONLINE,Pract LS CD,0
ONLINE,Stdt Tchg II,0
ONLINE,Human Factors,0
ONLINE,Nature Photography,0
OFFCAMPUS,Nature Photography,0
ONLINE,MSE Internship Experience,0
ONLINE,Anth Project,0
ONLINE,Social Theory,0
ONLINE,Qual Research Meth,0
ONLINE,City Life,0
ONLINE,Patterns English,0
ONLINE,Analytics Workshop,0
ONLINE,Media and Justice,0
ONLINE,Technical Editing,0
ONLINE,Prehistoric Life,0
ONLINE,Hist Women Europe,0
ONLINE,LGBTQ+ History in US,0
ONLINE,Ca Hist Since 1900,0
ONLINE,U S Law and Society,0
ONLINE,CA Hist Soc Sci Pers,0
ONLINE,Intern Fdserv Mgmt,0
ONLINE,Basic Spanish I,0
ONLINE,Basic Spanish II,0
ONLINE,SVE Professionals,0
ONLINE,Environ Restor,0
ONLINE,"Appl Math,Comp&Stat Proj",0
ONLINE,Traffic Engrg,0
ONLINE,Indiv St Manufactg,0
ONLINE,University Thesis,0
ONLINE,Special Studies,0
ONLINE,Writing Wkshp Chem,0
ONLINE,Intro to Comp Sytm,0
ONLINE,Foundation Engr,0
ONLINE,Web Usability,0
ONLINE,Matrls For Chldrn,0
ONLINE,Mas Thesis or Proj,0
ONLINE,Org Theory,0
ONLINE,Indivi Stdies,0
ONLINE,Visl Rep Sprt Cult,0
ONLINE,Juv Delinquency,0
ONLINE,Comp Architecture,0
ONLINE,Leis Cult & Ident,0
ONLINE,Chem and Computer,0
ONLINE,Case Studies,0
ONLINE,Food Microbiology,0
